Sr No.,NUMC_ID,morb_code,term_devanagari,term_iast,wordtree,parent_id,def_id,w_trans,w_def,refn,sys_id
11066,663,EB-11.7,क्षवथुनिग्रहज-उदावर्तः,kṣavathunigrahaja-udāvartaḥ,kShavathunigrahaja-udAvartaH,656,0,#san@udAvarta# due to suppression of sneezing,"the disorder is characterized by #san@gADhaSirorogaH# [severe head disorders (sneezing)], #san@gADhAkShirogaH# [severe eye disorders], #san@gADhanAsArogaH# [severe nose disorders], #san@gADhaSravaNarogaH# [severe ear disorders], #san@kaNThapUrNatvam# [feeling of fullness in throat], #san@AsyapUrNatvam# [feeling of fullness of mouth], #san@kaNThe atIvatodaH# [severe pricking pain in throat], #san@Asye atIvatodaH# [severe pain in mouth], #san@kUjaH# [inarticular speech], #san@vAyorapravRuttiH# [cessation of passage of #san@vAyu#], #san@mAnyAstamBaH# [torticollis/stiffness of neck], #san@SiraHSUlaH# [headache], #san@arditaH# [facial paralysis], #san@ardhAvaBedakaH# [hemicranial headache (migraine)], #san@indriyadaurbalyam# [impairement of sense organs]",Su.U.55/13; Ah.Su.4/9; Ma.Ni.27/7; Bp.Ma.30/8,1
11067,664,EB-11.8,जृम्भानिग्रहज-उदावर्तः,jṛmbhānigrahaja-udāvartaḥ,jRumBAnigrahaja-udAvartaH,656,0,#san@udAvarta# due to suppression of yawning,"the disorder is characterized by #san@manyAstamBaH# [torticollis/stiffness of neck], #san@galastamBaH# [stiffness of throat region], #san@SirovikAraH# [disorders of the head], #san@tIvra-SrotravikAraH/tIvra-karNarogaH# [severe diseases of the ear], #san@tIvra-AnanavikAraH/tIvra-vadanAmayaH# [severe diseases of the mouth], #san@tIvra-ghrANavikAraH/tIvra-nAsA-mayaH# [severe diseases of the nose], #san@tIvra-vilocanavikAraH/tIvra-akShyAmayaH# [severe diseases of the eye]",Su.U.55/11; Ah.Su.4/15; Ma.Ni.27/5; Bp.Ma.30/6,1
11068,665,EB-11.9,अश्रुनिग्रहज-उदावर्तः,aśrunigrahaja-udāvartaḥ,aSrunigrahaja-udAvartaH,656,0,#san@udAvarta# due to suppression of tears,"the disorder is characterized by #san@Sirogurutvam# [heavyness of head], #san@tIvra-nayanAmayaH# [severe diseases of the eye], #san@pInasaH# [cold, catarrh]",Su.U.55/12; Ah.Su.4/12; Ma.Ni.27/6; Bp.Ma.30/6,1
11069,666,EB-11.10,उद्गारनिग्रहज-उदावर्तः,udgāranigrahaja-udāvartaḥ,udgAranigrahaja-udAvartaH,656,0,#san@udAvarta# due to suppression of eructation,"the disorder is characterized by #san@pavanaprasUtA ghorA vikArAH# [severe diseases due to #san@vAyu#], #san@kaNThapUrNatvam# [feelin of fullness in throat], #san@atIvatodaH# [severe pricking pain], #san@AsyapUrNatvam# [feeling of fullness in mouth], #san@kUjaH# [gurgling intestinal sounds], #san@vAyorapravRuttiH# [cessation of passage of #san@vAyu#]",Su.U.55/14; Ah.Su.4/7-8; Ma.Ni.27/8; Bp.Ma.30/9,1
11070,667,EB-11.11,क्षुन्निनिरोधज-उदावर्तः,kṣunninirodhaja-udāvartaḥ,kShunninirodhaja-udAvartaH,656,0,#san@udAvarta# due to suppression of hunger,"the disorder is characterized by #san@tandrA# [drowsiness/lassitude], #san@a~ggamardaH# [generalised bodyache], #san@aruciH# [tastelessness], #san@viBramaH# [dizziness/confusion], #san@dRuShTi-kRuSatA# [diminished vision], #san@SramaH# [exhaustion/fatigue]",Su.U.55/16; Ah.Su.4/11-12; Ma.Ni.27/11; Bp.Ma.30/12,1
11071,668,EB-11.12,तृष्णानिरोधज-उदावर्तः,tṛṣṇānirodhaja-udāvartaḥ,tRuShNAnirodhaja-udAvartaH,656,0,#san@udAvarta# due to suppression of thirst,"the disorder is characterized by #san@kaNTha-SoShaH# [dryness in the throat], #san@AsyaSoShaH# [dryness in mouth], #san@SravaNAvarodhaH# [difficilty in hearing], #san@hRudaye vyathA# [pain/distress in the pericordium]",Su.U.55/16; Ah.Su.4/10-11; Ma.Ni.27/11; Bp.Ma.30/13,1
11072,669,EB-11.13,श्वासनिरोधज-उदावर्तः/श्रमश्वासवेगरोध-जन्योदावर्तः,śvāsanirodhaja-udāvartaḥ/śramaśvāsavegarodha-janyodāvartaḥ,SvAsanirodhaja-udAvartaH/SramaSvAsavegarodha-janyodAvartaH,656,0,#san@udAvarta# due to suppression of respiration,"the disorder is characterized by #san@hRudrogaH# [diseases of heart], #san@mohaH# [confusion/delirium], #san@gulmaH# [palpable glandular enlargment in abdomen/abdominal lump]",Su.U.55/17; Ah.Su.4/14; Ma.Ni.27/12; Bp.Ma.30/14,1
11073,670,EB-11.14,निद्रारोधज-उदावर्तः,nidrārodhaja-udāvartaḥ,nidrArodhaja-udAvartaH,656,0,#san@udAvarta# due to suppression of sleep,"the disorder is characterized by #san@jRumBA# [yawning], #san@a~ggamardaH# [generalised bodyache], #san@a~ggajADyam# [rigidity/stiffness of the body], #san@akShyatijADyam# [excessive heaviness of the eyes], #san@SiroऽtijADyam# [excessive heaviness of the head], #san@tandrA# [drowsiness/lassitude]",Su.U.55/17; Ah.Su.4/12; Ma.Ni.27/12; Bp.Ma.30/15,1
11074,671,EB-11.15,कासावरोधज-उदावर्तः,kāsāvarodhaja-udāvartaḥ,kAsAvarodhaja-udAvartaH,656,0,#san@udAvarta# due to suppression of cough,,Ah.Su.4/13-14,1
11075,672,EB-11.16,श्रमश्वासवेगरोधज-उदावर्तः,śramaśvāsavegarodhaja-udāvartaḥ,SramaSvAsavegarodhaja-udAvartaH,656,0,#san@udAvarta# due to suppression of breathlessness due to exertion,the disorder is characterized by #san@hRudroga# [diseases of heart],Ma.Ni.27/12,1
11076,673,EB-11.17,रूक्षादिभोजन-निमित्तोदावर्तः,rūkṣādibhojana-nimittodāvartaḥ,rUkShAdiBojana-nimittodAvartaH,656,0,#san@udAvarta# due to dry food,"the disorder is characterized by #san@hRucCUlaH# [pain in the precordium/cardiac region], #san@bastiSUlaH# [pain in basti/urinary bladder], #san@hRullAsaH# [nausea], #san@aratiH# [distress/dicontent/restlessness], #san@kRuCreNa vAtapravRuttiH# [difficulty in passing flatus], #san@kRuCreNa mUtrapravRuttiH# [difficulty in micturition], #san@kRuCreNa purIShapravRuttiH# [difficulty in defecation], #san@SvAsaH# [breathlessness/difficult breathing], #san@kAsaH# [cough], #san@pratiSyAyaH# [cold, catarrh], #san@dAhaH# [burning sensation], #san@mohaH# [confusion/delirium], #san@tRuShA# [thirst], #san@jvaraH# [fever], #san@vamiH# [vomiting], #san@hikkA# [hiccup], #san@SirorogaH# [diseases of the head], #san@manoviBramaH# [confusion of mind], #san@SravaNaviBramaH# [disturbance of hearing], #san@purIShaM cAtivartayet# [increased frequency of stools/defecation]",Ma.Ni.27/15-16,1
11077,674,EB-11.18,असाध्य-उदावर्तः,asādhya-udāvartaḥ,asAdhya-udAvartaH,656,0,irremediable #san@udAvarta#,"the disorder is characterized by #san@tRuShNA# [thirst], #san@arditaH# [facial paralysis], #san@parikleSaH# [fatigue], #san@kShINaH# [weakness], #san@SUlaH# [colicky pain in the abdomen], #san@SakRud vamanam# [vomiting of faecal matter]",Su.U.55/40,1
11078,675,EB-11.19,उदावर्त-उपद्रवः,udāvarta-upadravaḥ,udAvarta-upadravaH,656,0,complications of #san@udAvarta#,,Ah.Ni.7/50,1
11079,676,EB-12,परिकर्तिका,parikartikā,parikartikA,513,0,proctalgia,,,1
11080,677,EB-13,अन्तर्दाहः,antardāhaḥ,antardAhaH,513,0,burning stomach pain,,,1
11081,678,EB-14,पुरीषवह-स्रोतोदुष्टि,purīṣavaha-srotoduṣṭi,purIShavaha-srotoduShTi,513,0,derangement of purIShavaha #san@srOtas#,"the disorder is characterized by #san@kRucCreNa upaveSaH# [difficulty in defecation], #san@alpAlpamupaveSaH# [scanty defecation], #san@saSabdopaveSaH# [defecation with sound], #san@saSUlopaveSaH# [painful defecation], #san@atidrvopaveSaH# [defecating watery stools], #san@atigrathitopaveSaH# [defecating scybalous/hard stools], #san@atibahu upaveSaH# [defecating large volume stools]",Ca.Vi. 5/8; Su.Sa. 9/12,1
11082,679,EC,रसवहस्रोतोविकारः,rasavahasrotovikāraḥ,rasavahasrotovikAraH,468,0,disorders of rasavaha #san@srOtas#,,,1
11083,680,EC-1,रसवहस्रोतोदुष्टिः,rasavahasrotoduṣṭiḥ,rasavahasrotoduShTiH,679,0,derangement of channels-rasavaha #san@srOtas#,"the disorder is characterized by #san@aSraddhA# [disinclination for food], #san@aruciH# [tastelessness], #san@Asyavairasyam# [distaste of mouth], #san@arasaj~jatA# [ageusia], #san@hRullAsaH# [nausea], #san@gauravam# [heaviness], #san@tandrA# [drowsiness/lassitude], #san@a~ggamardaH# [generalised bodyache], #san@jvaraH# [fever], #san@stamaH# [fainting], #san@pANDutvam# [pallor], #san@srotasAM rodhaH# [obstruction of the channels of circulation], #san@klaibyam# [inability to perform sexual act/impotence], #san@sAdaH# [exhaustion or tirednes of body], #san@kRuSA~ggatA# [emaciated/thin /malnourished], #san@agninASaH# [loss of #san@agni# (digestive power)], #san@ayathAkAlaM valayaH# [premature appearance of wrinkles], #san@ayathAkAlaM palitAni# [premature appearance of gray hairs]",Ca.Vi.5/8,1
11084,681,EC-2,हृद्रोगः,hṛdrogaḥ,hRudrogaH,679,0,heart disease,,Ca.Su.17; Su.U. 43; Ah.Ni.5/38; Ma.Ni.29/1; Sha.Pu.7/50; Bp.Ma.34/1,1
11085,682,EC-2.1,वातजहृद्रोगः,vātajahṛdrogaḥ,vAtajahRudrogaH,681,0,#san@hRudrOga# due to #san@vAta#,"the disorder is characterized by #san@uttamarujA/atyarthaM SUlaH# [severe pain], #san@vepathuH# [shivering/tremors], #san@veShTanam# [feeling as if wrapped/cramps], #san@stamBaH# [rigidity/stiffness], #san@pramohaH/mohaH# [fainting/severe confusion], #san@SUnyatA/hRudayaSUnyatA# [feeling of hollowness], #san@daraH# [fear], #san@jIrNe atyarthavednA# [severe pain], #san@Ayamyate# [feeling of stretching], #san@tudyate hRudayam# [pricking pain in the heart], #san@nirmathyate hRudayam# [churning pain in the heart], #san@dIryate hRudayam# [tearing pain in the heart], #san@sPoTyate hRudayam/sPuTatIva hRudayam# [bursting pain in the heart], #san@pATyate hRudayam# [splitting pain in the heart], #san@Bidyate hRudayam# [breaking type of pain in the heart], #san@SuShyati hRudayam# [depletion/drying up in the heart], #san@stabdhahRudayam# [feeling as if heart is stiff, rigid], #san@dravaH# [palpitation], #san@akasmAt dInatA# [sudden distress/fear], #san@SokAsahiShNutA# [intolerance to grief], #san@BayAsahiShNutA# [intolerance to fear], #san@SabdAsahiShNutA# [intolerance to sound], #san@SvAsarodhaH# [obstruction to breathing], #san@alpanidratA# [sleeplessness]",Ca.Su.17/30-31; Su.U. 43/6; Ah.Ni.5/39-41; Ma.Ni.29/3; Sha.Pu.7/50; Bp.Ma.34/3,1
11086,683,EC-2.2,पित्तजहृद्रोगः,pittajahṛdrogaḥ,pittajahRudrogaH,681,0,#san@hRudrOga# due to #san@pitta#,"the disorder is characterized by #san@hRuddAhaH# [burning sensation in the precordial/cardiac region], #san@tiktatA vaktre# [bitter taste in mouth], #san@ti094D;ktodgiraNam# [bitter erructation], #san@amlodgiraNam# [sour belching/eructation], #san@klamaH# [exhaustion without exertion], #san@tRuShNA# [thirst], #san@mUrCA# [syncope/attacks of swooning], #san@BramaH# [giddiness or dizziness], #san@svedaH# [perspiration], #san@UShA# [burning sensation with sweating and restlessness], #san@dAhaH# [burning sensation], #san@coShaH# [sucking type of pain], #san@hRudayaklamaH# [fatigue in the heart], #san@dhUmAyanam/dhUmakaH# [smoky eructation], #san@mUrcCA# [syncope/attacks of swooning], #san@mukha-SoShaH# [dryness of mouth], #san@amlacCardanam# [sour vomitus], #san@pittacCardanam# [vomiting of pitta], #san@pItatA# [yellowish discolouration], #san@jvaraH# [fever]",Ca.Su.17/32-33; Su.U. 43/7; Ah.Ni.5/41-42; Ma.Ni.29/4; Sha.Pu.7/50; Bp.Ma.34/4,1
11087,684,EC-2.3,कफजहृद्रोगः,kaphajahṛdrogaḥ,kaPajahRudrogaH,681,0,#san@hRudrOga# due to #san@kapha#,"the disorder is characterized by #san@suptahRudayam# [feeling as if heart is numb], #san@stimitahRudayam# [feeling as if heart is wrapped with wet cloth], #san@BArikaM hRudayam# [feeling of heaviness in heart], #san@tandrA# [drowsiness/lassitude], #san@aruciH# [tastelessness], #san@hRudayam aSmAvRutaM yathA/aSmagarBavat hRudayam# [feel heart as stony hard], #san@gauravam# [heaviness], #san@kaPasaMsrAvaH# [secretion of mucus], #san@aruciH# [tastelessness], #san@stamBaH# [rigidity/stiffness], #san@agnimArdavam# [diminution of #san@agni# (digestive power)], #san@AsyamAdhuryam# [sweetness in mouth], #san@balAsAvatate hRudi# [lassitude], #san@stabdhahRudayam# [feeling as if heart is stiff, rigid], #san@kAsaH# [cough], #san@agnisAdaH# [diminution of #san@agni# (digestive power)], #san@niShThIvanam# [spitting], #san@nidrA# [sleep], #san@Alasyam# [lethargy], #san@jvaraH# [fever]",Ca.Su.17/34-35; Su.U. 43/8; Ah.Ni.5/42-43; Ma.Ni.29/5; Sha.Pu.7/50; Bp.Ma.34/5,1
11088,685,EC-2.4,सान्निपातजहृद्रोगः,sānnipātajahṛdrogaḥ,sAnnipAtajahRudrogaH,681,0,#san@hRudrOga# due to three #san@dOSha#,"the disorder is characterized by #san@saMsargalakShaNam# [clinical features of two doshas], #san@sarvaliMgam# [clinical features of all types of #san@ #san@dOSha##]",Ca.Su.17/35-36; Su.U. 43/9; Ah.Ni.5/43; Ma.Ni.29/6; Sha.Pu.7/50; Bp.Ma.34/6,1
11089,686,EC-2.5,कृमिजहृद्रोगः,kṛmijahṛdrogaḥ,kRumijahRudrogaH,681,0,#san@hRudrOga# due to infestation,"the disorder is characterized by #san@granthiH# [glandular swellings], #san@marmadeSe saMkledaH# [increased #san@kleda# (moisture or suitable envoirnment for #san@kRumi#) in heart], #san@kRumiH# [worms], #san@hRudayaM sUcIBiH tudyamAnam iva manyate# [feels as if heart is pierced by needles], #san@hRudayaM SastraiH CidyamAnamiva manyate# [feels as if heart is cut by knife], #san@kaNDUH# [itching], #san@mahArujA# [severe pain], #san@sudAruNaH# [sever form], #san@utkleSaH# [nausea/provocation of #san@ #san@dOSha##], #san@ShThIvanam# [spitting/excess expectoration], #san@todaH/tIvratodaH# [pricking pain], #san@SUlaH# [colicky pain in the abdomen], #san@hRullAsaH# [nausea], #san@tamaH# [blackouts], #san@aruciH# [tastelessness], #san@SyAvanetratvam# [dark brown dis colouration of the eyes], #san@SoShaH# [dryness/wasting/emaciation], #san@SyAvanetratA# [dark brown dis colouration of the eyes], #san@tamaH praveSaH# [feels as entering into darkness], #san@kaPasrutiH# [salivation of #san@kapha#], #san@hRudayaM pratataM krakacenaiva dAryate# [heart is cutting by saw constantly], #san@tIvrartiH# [severe distress], #san@utkledaH# [nausea/provocation of #san@ #san@dOSha##], #san@SothaH# [swelling/oedema]",Ca.Su.17/37-40; Su.U. 43/9-10; Ah.Ni.5/43-44; Ma.Ni.29/6; Sha.Pu.7/51; Bp.Ma.34/9,1
11090,687,EC-2.6,हृत्-शूलः,hṛt-śūlaḥ,hRut-SUlaH,681,0,cardialgia,"the disorder is characterized by #san@SUlaH# [sharp pain], #san@ucCvAsarodhaH# [restricted expiration]",Su.U.42/132,1
11091,688,EC-2.7,हृद्रोग-उपद्रवः,hṛdroga-upadravaḥ,hRudroga-upadravaH,681,0,complications of #san@hRudrOga#,"the disorder is characterized by #san@BramaH# [giddiness or dizziness], #san@klamaH# [exhaustion without exertion], #san@sAda# [exhaustion or tirednes of body], #san@SoShaH# [dryness/wasting/emaciation], #san@SothaH# [oedema]",Ca.Ci.16/132-133; Su.U. 44/12; Ah.Ni.13/18-19; Ma.Ni.8/22-23; Sha.Pu.7/20; Bp.Ma.8/25-26,1
11092,689,EC-3,ज्वरः,jvaraḥ,jvaraH,679,0,fever,"the disorder is characterized by #san@svedAvarodhaH# [absence of perspiration], #san@saMtApaH# [rise of temperature/agitation], #san@sarvA~ggagrahaNam# [generalised body stiffness/pain]",,1
11093,690,EC-3.1,ज्वर-पूर्वरुपम्,jvara-pūrvarupam,jvara-pUrvarupam,689,0,prodromes of #san@jvara#,"the disorder is characterized by #san@mukhavairasyam/vairasyam/Asyavairasyam# [disgeusia/tastelessness], #san@gurugAtratvam/gurutA# [heaviness of the body], #san@anannABilAShaH# [disinclination for food], #san@cakShuShorAkulatvam# [querulous eyes], #san@aSrvAgamam# [lacrimation/tears in eyes], #san@nidrAdhikyam# [exessive sleep], #san@aratiH# [distress/dicontent/restlessness], #san@jRumBA# [yawning], #san@vinAmaH/vinamanam# [flexion/bending of body], #san@vepathuH# [shivering/tremors], #san@SramaH# [exhaustion/fatigue], #san@BramaH# [giddiness or dizziness], #san@pralApaH# [excess talking/irrelevant speech/incoherent speech], #san@jAgaraNam# [sleeplessness], #san@romaharShaH# [horripilation], #san@dantaharShaH# [tenderness or intolerance to be touched in teeth/dental hyperasthesia], #san@SabdasahatvAsahatvam# [wevering liking and disliking of sound], #san@SItasahatvAsahatvam/muhuH icCAdveShau SIte# [wevering liking and disliking of cold], #san@vAtasahatvAsahatvam/muhuH icCAdveShau vAte# [wevering liking and disliking of wind], #san@AtapasahatvAsahatvam/muhuH icCAdveShau Atape# [wevering liking and disliking of sun], #san@arocakaH/aruciH# [tastelessness], #san@avipAkaH# [indigestion], #san@daurbalyam# [weakness], #san@a~ggamardaH# [generalised bodyache], #san@sadanam# [exhaustion], #san@alpaprANatA# [low-vitality], #san@dIrghasUtratA# [slowness in activities], #san@Alasyam# [lethargy], #san@ucitasya karmaNo hAniH# [loss of regular functions], #san@pratIpatA svakAryeShu# [aversion to work], #san@gurUNAM vAkyeShvaByasUyA# [disregard for the instructions of preceptors], #san@bAleByaH pradveShaH# [dislking for children], #san@svadharmeShvacintA# [indifference towards own duties], #san@mAlyAnulepanakleSanam# [disliking for the use of garland and external applications], #san@BojanaparikleSam# [difficulty in deglutition], #san@madhureByo BakSheByo pradveShaH# [aversion to sweet food], #san@amlapriyatA/amlaprItiH# [liking for sour food], #san@lavaNapriyatA/paTuprItiH# [liking for salty food], #san@kaTukapriyatA/UShaNaprItiH# [liking for pungent food], #san@vivarNatvam# [discolouration], #san@nayanaplavaH# [eyes filled with tears], #san@tamaH# [blackouts], #san@apraharShaH# [displeasure/discontent], #san@SItam# [feeling of cold], #san@sAsrAkulAkShitA# [tears fille agitated eyes], #san@bahunidratA# [sleeps too much], #san@piNDikodveShTanam# [calf claudication/cramp in the calf muscles], #san@klamaH# [exhaustion without exertion], #san@hitopadeSeShvakShAntiH/hitopadeSeShu asUyA# [disregard for the better advice], #san@svAdu BakShyeShu dveShaH# [aversion to sweet food], #san@BRuSaM tRUT# [severe thirst], #san@Sabde animittataH icCA dveShaH ca# [wevering liking and disliking of sound without any reason], #san@agnau animittataH icCA dveShaH ca# [wevering liking and disliking of agni/warmth without any reason], #san@amBasi animittataH icCA dveShaH ca# [wevering liking and disliking of water without any reason], #san@gatiskhalanam# [stumbling gait], #san@nayanadAhaH# [burning of eyes]",Su.U.41/19; Ma.Ni.10/16,1
